term,count,community,degree_centrality,betweenness,eigenvector
r1,1,11,0.005568814638027049,4.236551222087045e-06,0.030251151730014608
inference time,1,1,0.005568814638027049,1.2756896313363875e-05,0.01933120337662323
based methods,1,12,0.005568814638027049,1.7299932003482572e-06,0.014576014270976623
sampled,1,12,0.005568814638027049,1.7299932003482572e-06,0.014576014270976627
saccadic,1,12,0.005568814638027049,1.7299932003482572e-06,0.014576014270976633
based attention,1,0,0.005568814638027049,0.0,0.0097638761544852
schema based,1,0,0.005568814638027049,0.0,0.009763876154485193
jailbreak,1,15,0.005568814638027049,0.0,0.02450582643125629
harmful,1,15,0.005568814638027049,0.0,0.024505826431256292
safety,1,15,0.005568814638027049,0.0,0.024505826431256306
correct,1,1,0.005568814638027049,0.0,0.0034937897286675657
semantically,1,1,0.005568814638027049,0.0,0.0034937897286675614
patches,1,1,0.005568814638027049,0.0,0.0034937897286675588
high fidelity,1,1,0.005568814638027049,0.0,0.003493789728667567
videos,1,1,0.005568814638027049,0.0,0.014484193204846561
video content,1,1,0.005568814638027049,0.0,0.014484193204846561
platforms,1,1,0.005568814638027049,0.0,0.014484193204846563
relevance,1,3,0.005568814638027049,0.0,0.010997186354833382
optimizing,1,3,0.005568814638027049,0.0,0.01099718635483338
retrieved,1,3,0.005568814638027049,0.0,0.010997186354833384
heuristic,1,6,0.005568814638027049,1.613651278213e-05,0.018249090687930822
rank,1,21,0.005568814638027049,0.0,0.016738830772469068
submission,1,21,0.005568814638027049,0.0,0.016738830772469078
based large,1,10,0.005568814638027049,0.0,0.011170402441740125
analysis,1,10,0.005568814638027049,0.0,0.011170402441740123
cause,1,10,0.005568814638027049,0.0,0.011170402441740121
root,1,10,0.005568814638027049,0.0,0.011170402441740125
multi task,1,0,0.005568814638027049,0.0,0.009397406810885581
simultaneously,1,0,0.005568814638027049,0.0,0.009397406810885588
information retrieval,1,0,0.005568814638027049,0.0,0.009397406810885588
allocation,1,14,0.005568814638027049,9.034876017037066e-06,0.015930456459512018
rapid,1,14,0.005568814638027049,2.1113188648874158e-07,0.014852764642226358
link,1,14,0.005568814638027049,2.1113188648874158e-07,0.014852764642226353
interaction,1,14,0.005568814638027049,2.1113188648874158e-07,0.01485276464222636
documents,1,14,0.005568814638027049,5.234796705437778e-05,0.02637436089088044
organization,1,14,0.005568814638027049,5.234796705437778e-05,0.026374360890880428
high quality,1,14,0.005568814638027049,5.234796705437778e-05,0.026374360890880428
topic,1,14,0.005568814638027049,5.234796705437778e-05,0.02637436089088044
normal,1,0,0.005568814638027049,0.0,0.007287953897945745
spatiotemporal,1,17,0.005568814638027049,1.1741258426259068e-06,0.006274080956071845
weather,1,17,0.005568814638027049,1.1741258426259068e-06,0.006274080956071841
forecast,1,17,0.005568814638027049,1.1741258426259068e-06,0.0062740809560718445
latent representations,1,4,0.005568814638027049,3.789970023416088e-06,0.01116914601236528
unsupervised,1,4,0.005568814638027049,3.789970023416088e-06,0.011169146012365273
sound,1,0,0.005568814638027049,0.0,0.0072879538979457505
contrastive learning,1,0,0.005568814638027049,0.0,0.007287953897945749
market,1,16,0.005568814638027049,0.0,0.005005304725860764
occupations,1,16,0.005568814638027049,0.0,0.005005304725860762
comparison,1,14,0.005568814638027049,3.609734525589654e-05,0.031776592059045726
biases,1,14,0.005568814638027049,3.609734525589654e-05,0.031776592059045726
generated,1,14,0.005568814638027049,3.609734525589654e-05,0.03177659205904573
systematic,1,14,0.005568814638027049,3.609734525589654e-05,0.03177659205904575
multi stage,1,14,0.005568814638027049,1.0556594324437079e-07,0.011670432211006174
72b,1,14,0.005568814638027049,1.0556594324437079e-07,0.011670432211006169
grounding,1,14,0.005568814638027049,1.0556594324437079e-07,0.011670432211006165
cot,1,15,0.005568814638027049,0.0,0.006812909909491074
stress,1,15,0.005568814638027049,0.0,0.006812909909491073
goals,1,15,0.005568814638027049,0.0,0.006812909909491073
anti,1,15,0.005568814638027049,0.0,0.00681290990949108
awareness,1,15,0.005568814638027049,0.0,0.0068129099094910725
observe,1,7,0.005568814638027049,5.608400634363573e-05,0.022449792112895613
middle,1,7,0.005568814638027049,5.608400634363573e-05,0.022449792112895606
auc,1,10,0.005568814638027049,0.0,0.013611467552272273
predictive,1,10,0.005568814638027049,0.0,0.013611467552272272
imaging,1,10,0.005568814638027049,0.0,0.01361146755227227
similarity,1,17,0.005568814638027049,9.147128925033483e-06,0.023328370394132984
representational,1,17,0.005568814638027049,9.147128925033483e-06,0.023328370394132988
weighted,1,21,0.005568814638027049,0.0,0.006356642189283569
uncertainty aware,1,21,0.005568814638027049,0.0,0.0063566421892835715
readability,1,21,0.005568814638027049,0.0,0.006356642189283567
levels,1,21,0.005568814638027049,0.0,0.006356642189283571
challenging,1,10,0.005568814638027049,6.304029084404792e-05,0.03450994291186323
explainable ai,1,0,0.005568814638027049,9.26399795728025e-06,0.011627914741263758
explainable,1,0,0.005568814638027049,9.26399795728025e-06,0.011627914741263762
currents,1,0,0.005568814638027049,9.26399795728025e-06,0.011627914741263757
exposure,1,16,0.005568814638027049,0.0,0.005005304725860765
labor market,1,16,0.005568814638027049,0.0,0.005005304725860763
labor,1,16,0.005568814638027049,0.0,0.005005304725860765
mechanism,1,0,0.005568814638027049,0.0,0.006763184060866504
robust,1,14,0.005568814638027049,0.0,0.009288472963634654
floorplan,1,14,0.005568814638027049,0.0,0.009288472963634655
activation,1,9,0.005568814638027049,0.0,0.012064977990901072
biological,1,9,0.005568814638027049,0.0,0.012064977990901081
recurrent,1,9,0.005568814638027049,0.0,0.012064977990901083
connections,1,9,0.005568814638027049,0.0,0.012064977990901088
molecular,1,11,0.005568814638027049,9.74454860717269e-08,0.003245947879135436
chain,1,11,0.005568814638027049,9.74454860717269e-08,0.0032459478791354393
pathways,1,11,0.005568814638027049,9.74454860717269e-08,0.0032459478791354406
molecules,1,11,0.005568814638027049,9.74454860717269e-08,0.0032459478791354375
showing,1,7,0.005568814638027049,1.1957240756679429e-05,0.003380238563283021
randomized,1,7,0.005568814638027049,1.1957240756679429e-05,0.0033802385632830272
oracle,1,7,0.005568814638027049,1.1957240756679429e-05,0.003380238563283028
vlms,1,7,0.005568814638027049,1.1957240756679429e-05,0.0033802385632830277
smoothing,1,7,0.005568814638027049,1.1957240756679429e-05,0.0033802385632830164
paradigms,1,12,0.005568814638027049,0.0,0.011695818538738145
classification accuracy,1,12,0.005568814638027049,0.0,0.011695818538738148
frequencies,1,12,0.005568814638027049,0.0,0.011695818538738153
like,1,6,0.005568814638027049,0.0,0.008865490478670655
tool,1,6,0.005568814638027049,0.0,0.008865490478670655
interface,1,6,0.005568814638027049,0.0,0.008865490478670655
agentic,1,6,0.005568814638027049,0.0,0.008865490478670654
creative,1,6,0.005568814638027049,0.0,0.008865490478670654
physically,1,22,0.005568814638027049,0.0,0.012863974017843898
trajectories,1,22,0.005568814638027049,0.0,0.0128639740178439
imitation learning,1,22,0.005568814638027049,0.0,0.012863974017843898
natural language,1,2,0.005568814638027049,5.895871260980454e-06,0.005099407067698312
linguistic,1,2,0.005568814638027049,5.895871260980454e-06,0.00509940706769831
generalizing,1,0,0.005568814638027049,0.0,0.006763184060866501
multi scale,1,0,0.005568814638027049,0.0,0.006763184060866504
transformers,1,0,0.005568814638027049,0.0,0.006763184060866502
controlled,1,20,0.005568814638027049,0.0,0.0042679583541259496
stratified,1,20,0.005568814638027049,0.0,0.004267958354125947
compliance,1,18,0.005568814638027049,0.0,0.013600056383396526
distributional,1,18,0.005568814638027049,0.0,0.013600056383396519
transferable,1,1,0.005568814638027049,2.2278901400451503e-05,0.020169742686986434
significantly,1,18,0.005568814638027049,4.446460881506878e-06,0.008755955509271302
method based,1,18,0.005568814638027049,4.446460881506878e-06,0.008755955509271295
independence,1,18,0.005568814638027049,4.446460881506878e-06,0.008755955509271303
screening,1,18,0.005568814638027049,4.446460881506878e-06,0.008755955509271305
drift,1,23,0.005568814638027049,0.0,0.004570305204762825
verification,1,23,0.005568814638027049,0.0,0.0045703052047628276
perturbations,1,23,0.005568814638027049,0.0,0.0045703052047628215
identity,1,23,0.005568814638027049,0.0,0.004570305204762822
asr,1,23,0.005568814638027049,0.0,0.004570305204762823
computer,1,12,0.005568814638027049,0.0,0.011695818538738138
amplitude,1,12,0.005568814638027049,0.0,0.01169581853873814
ranking,1,8,0.005568814638027049,0.0,0.00582407578996589
multiple,1,4,0.005568814638027049,0.0,0.011427867527060225
sources,1,4,0.005568814638027049,0.0,0.011427867527060235
net,1,4,0.005568814638027049,0.0,0.01142786752706023
array,1,4,0.005568814638027049,0.0,0.011427867527060227
variate,1,20,0.005568814638027049,5.0089026860901305e-06,0.015490292320299687
integration,1,20,0.005568814638027049,5.0089026860901305e-06,0.015490292320299682
experiments,1,20,0.005568814638027049,0.0,0.004267958354125949
variance reduction,1,20,0.005568814638027049,0.0,0.00426795835412595
tensors,1,23,0.005568814638027049,9.510014404879654e-05,0.0254075431696415
solver,1,5,0.005568814638027049,5.835202078827269e-06,0.012455488706340492
problems,1,5,0.005568814638027049,5.835202078827269e-06,0.012455488706340487
measurement,1,5,0.005568814638027049,5.835202078827269e-06,0.012455488706340487
negative,1,20,0.005568814638027049,1.2633089656034154e-05,0.018783831258286754
subset selection,1,20,0.005568814638027049,0.0,0.004267958354125953
subset,1,20,0.005568814638027049,0.0,0.004267958354125952
improve performance,1,18,0.005568814638027049,0.0,0.010485475584157807
evaluating,1,18,0.005568814638027049,0.0,0.010485475584157812
equivalent,1,7,0.005568814638027049,1.22785124611344e-05,0.01644386821329203
hidden,1,7,0.005568814638027049,1.22785124611344e-05,0.016443868213292034
context learning,1,7,0.005568814638027049,1.22785124611344e-05,0.01644386821329203
equal,1,22,0.005568814638027049,5.1928157708e-05,0.02404515186849632
causal structure,1,22,0.005568814638027049,5.1928157708e-05,0.02404515186849632
true,1,22,0.005568814638027049,5.1928157708e-05,0.024045151868496307
clinically,1,17,0.005568814638027049,1.1741258426259068e-06,0.006480491846822713
model predictions,1,17,0.005568814638027049,1.1741258426259068e-06,0.006480491846822706
clusters,1,17,0.005568814638027049,1.1741258426259068e-06,0.006480491846822707
localized,1,17,0.005568814638027049,1.1741258426259068e-06,0.00648049184682271
ecg,1,17,0.005568814638027049,1.1741258426259068e-06,0.006480491846822709
important,1,8,0.005568814638027049,0.0,0.005824075789965897
important features,1,8,0.005568814638027049,0.0,0.005824075789965888
feature importance,1,8,0.005568814638027049,0.0,0.005824075789965887
high,1,9,0.005568814638027049,4.364436655881992e-06,0.01274074265570345
moments,1,9,0.005568814638027049,4.364436655881992e-06,0.012740742655703446
outlier,1,7,0.005568814638027049,3.7755975399282752e-06,0.008106507608609731
minimization,1,7,0.005568814638027049,3.7755975399282752e-06,0.008106507608609736
case,1,7,0.005568814638027049,3.7755975399282752e-06,0.00810650760860973
term,1,7,0.005568814638027049,3.7755975399282752e-06,0.00810650760860974
head,1,20,0.005568814638027049,1.2633089656034154e-05,0.01878383125828675
reverse,1,20,0.005568814638027049,1.2633089656034154e-05,0.018783831258286754
forward,1,20,0.005568814638027049,1.2633089656034154e-05,0.01878383125828675
reaching,1,8,0.005568814638027049,0.0,0.014803740933695011
network structure,1,8,0.005568814638027049,0.0,0.014803740933695016
non,1,8,0.005568814638027049,0.0,0.01480374093369501
schedule,1,20,0.005568814638027049,1.2633089656034154e-05,0.02124330967507499
classifier free,1,20,0.005568814638027049,1.2633089656034154e-05,0.021243309675074998
optimized,1,18,0.005568814638027049,0.0,0.010485475584157813
paper proposes,1,18,0.005568814638027049,0.0,0.01048547558415781
semiparametric,1,7,0.005568814638027049,3.072638095780981e-06,0.0077110000642782285
recent,1,13,0.005568814638027049,1.576637143860918e-05,0.0071448932818478205
minimal,1,13,0.005568814638027049,1.576637143860918e-05,0.007144893281847826
tensorial,1,3,0.005568814638027049,2.3080061076558344e-05,0.016162519254667874
harmonic,1,3,0.005568814638027049,2.3080061076558344e-05,0.01616251925466789
magnetic,1,3,0.005568814638027049,2.3080061076558344e-05,0.0161625192546679
universal,1,3,0.005568814638027049,2.3080061076558344e-05,0.016162519254667884
cartesian,1,3,0.005568814638027049,2.3080061076558344e-05,0.016162519254667884
stochastic gradient,1,22,0.005568814638027049,2.8681920322129353e-05,0.01846975067816088
double,1,0,0.005568814638027049,0.0,0.007702861924936431
attention based,1,0,0.005568814638027049,0.0,0.007702861924936426
teacher,1,20,0.005568814638027049,0.0,0.01232024437696495
sensing,1,20,0.005568814638027049,0.0,0.012320244376964948
moment,1,9,0.005568814638027049,4.364436655881992e-06,0.012740742655703446
high dimensional,1,9,0.005568814638027049,4.364436655881992e-06,0.012740742655703444
high order,1,9,0.005568814638027049,4.364436655881992e-06,0.012740742655703451
users,1,9,0.005568814638027049,3.318737135922192e-06,0.009097039522890335
availability,1,9,0.005568814638027049,3.318737135922192e-06,0.009097039522890338
statistical physics,1,19,0.005568814638027049,0.0,0.003736940773264866
data augmentation,1,19,0.005568814638027049,0.0,0.0037369407732648643
modern machine,1,19,0.005568814638027049,0.0,0.00373694077326486
relevant,1,19,0.005568814638027049,0.0,0.0037369407732648643
coarse,1,19,0.005568814638027049,0.0,0.00373694077326486
guidance,1,20,0.005568814638027049,1.2633089656034154e-05,0.021243309675074994
pressure,1,1,0.005568814638027049,0.0,0.009769760221139146
security,1,1,0.005568814638027049,0.0,0.009769760221139153
field,1,1,0.005568814638027049,0.0,0.009769760221139151
shock,1,1,0.005568814638027049,0.0,0.009769760221139151
issues,1,18,0.005568814638027049,0.0,0.01088071073453672
shift,1,7,0.005568814638027049,3.072638095780981e-06,0.007711000064278223
theoretical guarantees,1,7,0.005568814638027049,3.072638095780981e-06,0.007711000064278225
existing approaches,1,7,0.005568814638027049,3.072638095780981e-06,0.007711000064278225
collected,1,18,0.005568814638027049,0.0,0.011032219438279643
auxiliary,1,20,0.005568814638027049,0.0,0.01141441826468647
diffusion process,1,20,0.005568814638027049,0.0,0.011414418264686468
defending,1,20,0.005568814638027049,0.0,0.011414418264686473
diffusion models,1,20,0.005568814638027049,0.0,0.011414418264686475
interpretation,1,8,0.005568814638027049,1.4952254544269148e-05,0.014945229882550563
anomalies,1,18,0.005568814638027049,0.0,0.01088071073453672
bug,1,18,0.005568814638027049,0.0,0.010880710734536718
wide,1,1,0.005568814638027049,0.0,0.012964744129171688
defense,1,1,0.005568814638027049,0.0,0.012964744129171696
reason,1,1,0.005568814638027049,0.0,0.012964744129171688
converges,1,1,0.005568814638027049,1.2019631665269933e-05,0.018958654479283413
batch size,1,1,0.005568814638027049,1.2019631665269933e-05,0.018958654479283424
discuss,1,8,0.005568814638027049,1.4952254544269148e-05,0.01494522988255056
uncertainty estimates,1,8,0.005568814638027049,1.4952254544269148e-05,0.014945229882550561
calibration,1,8,0.005568814638027049,1.4952254544269148e-05,0.014945229882550558
moving,1,11,0.005568814638027049,2.112942402233452e-05,0.012868085446543238
experts framework,1,11,0.005568814638027049,2.112942402233452e-05,0.012868085446543234
subsets,1,18,0.005568814638027049,9.74454860717269e-08,0.009579748331795254
subpopulation,1,18,0.005568814638027049,9.74454860717269e-08,0.009579748331795264
powered,1,18,0.005568814638027049,9.74454860717269e-08,0.00957974833179526
imputation,1,18,0.005568814638027049,9.74454860717269e-08,0.00957974833179526
specialized,1,14,0.005568814638027049,1.331990177943102e-05,0.016343603382747096
access,1,14,0.005568814638027049,1.331990177943102e-05,0.016343603382747103
cross validation,1,22,0.005568814638027049,0.0,0.009453864491254713
train,1,22,0.005568814638027049,0.0,0.009453864491254705
train test,1,22,0.005568814638027049,0.0,0.009453864491254698
rate study,1,22,0.005568814638027049,1.3290945263627541e-05,0.013637835075611475
linear regression,1,22,0.005568814638027049,1.3290945263627541e-05,0.013637835075611468
misspecified,1,18,0.005568814638027049,0.0,0.011032219438279643
valid,1,18,0.005568814638027049,0.0,0.01103221943827964
adaptively,1,18,0.005568814638027049,0.0,0.011032219438279641
fuzzy,1,21,0.005568814638027049,8.64225308806377e-05,0.01011016664287945
sets,1,21,0.005568814638027049,8.64225308806377e-05,0.010110166642879453
confidence sets,1,21,0.005568814638027049,8.64225308806377e-05,0.010110166642879455
confidence,1,21,0.005568814638027049,8.64225308806377e-05,0.010110166642879457
quantified,1,8,0.005568814638027049,0.0,0.017383229190592323
guided,1,8,0.005568814638027049,0.0,0.017383229190592316
surrogate,1,8,0.005568814638027049,0.0,0.017383229190592316
8b,1,15,0.005568814638027049,0.0,0.00961788471684795
tracker,1,15,0.005568814638027049,0.0,0.009617884716847947
prevailing,1,15,0.005568814638027049,0.0,0.009617884716847946
group,1,15,0.005568814638027049,0.0,0.009617884716847951
25,1,15,0.005568814638027049,0.0,0.00961788471684795
markov,1,8,0.005568814638027049,1.9927145784558983e-05,0.0117868603540636
probabilities,1,8,0.005568814638027049,1.9927145784558983e-05,0.011786860354063598
parent,1,8,0.005568814638027049,1.9927145784558983e-05,0.011786860354063592
mcmc,1,8,0.005568814638027049,1.9927145784558983e-05,0.011786860354063598
times,1,11,0.005568814638027049,0.0,0.003562119026559046
difficult result,1,10,0.005568814638027049,0.0,0.01666394020174409
flows,1,10,0.005568814638027049,0.0,0.016663940201744085
nonstationary,1,10,0.005568814638027049,0.0,0.016663940201744085
processes,1,10,0.005568814638027049,0.0,0.016663940201744085
component,1,22,0.005568814638027049,0.0,0.012057643505352775
explicit,1,17,0.005568814638027049,0.0,0.009421184735691215
evaluations,1,17,0.005568814638027049,0.0,0.00942118473569121
fixed,1,17,0.005568814638027049,0.0,0.009421184735691217
implicit,1,17,0.005568814638027049,0.0,0.009421184735691217
fisher,1,18,0.005568814638027049,1.3510862418871193e-05,0.015351629005233918
fisher information,1,18,0.005568814638027049,1.3510862418871193e-05,0.015351629005233925
observational,1,18,0.005568814638027049,1.3510862418871193e-05,0.015351629005233916
quantile,1,18,0.005568814638027049,1.3510862418871193e-05,0.015351629005233921
causal discovery,1,18,0.005568814638027049,1.3510862418871193e-05,0.015351629005233923
values,1,21,0.005568814638027049,8.64225308806377e-05,0.010110166642879462
operating,1,18,0.005568814638027049,0.0,0.009273995259869681
dominant,1,18,0.005568814638027049,0.0,0.009273995259869692
power,1,18,0.005568814638027049,0.0,0.009273995259869687
called,1,11,0.005568814638027049,0.0,0.0035621190265590487
fast,1,11,0.005568814638027049,0.0,0.003562119026559047
composition,1,11,0.005568814638027049,0.0,0.0035621190265590448
populations,1,11,0.005568814638027049,0.0,0.003562119026559049
neurons,1,11,0.005568814638027049,0.0,0.0035621190265590465
batch,1,1,0.005568814638027049,1.2019631665269933e-05,0.01895865447928341
probability distribution,1,23,0.005568814638027049,7.96367020292911e-06,0.01154718353195295
probability,1,23,0.005568814638027049,7.96367020292911e-06,0.011547183531952951
hypothesis,1,23,0.005568814638027049,7.96367020292911e-06,0.011547183531952946
determined,1,8,0.005568814638027049,0.0,0.011792941943603998
energies,1,8,0.005568814638027049,0.0,0.011792941943604005
determination,1,8,0.005568814638027049,0.0,0.011792941943603997
ii,1,8,0.005568814638027049,0.0,0.01179294194360399
obtaining,1,18,0.005568814638027049,0.0,0.0032555916142453225
nearest neighbor,1,18,0.005568814638027049,0.0,0.003255591614245318
statistics,1,18,0.005568814638027049,0.0,0.0032555916142453186
dominated,1,18,0.005568814638027049,0.0,0.0032555916142453186
generalized,1,18,0.005568814638027049,0.0,0.0032555916142453234
meta learning,1,5,0.005568814638027049,5.1928157708e-05,0.031894349458450114
complex,1,3,0.005568814638027049,0.0,0.020196594511674066
physics aware,1,3,0.005568814638027049,0.0,0.020196594511674066
em,1,3,0.005568814638027049,0.0,0.020196594511674087
quantification,1,8,0.005568814638027049,1.7499164793974768e-05,0.018852619447511248
uncertainty quantification,1,8,0.005568814638027049,1.7499164793974768e-05,0.01885261944751125
guarantees,1,15,0.005568814638027049,7.383219822836883e-06,0.006412857300843588
outputs,1,15,0.005568814638027049,7.383219822836883e-06,0.006412857300843583
emph,1,15,0.005568814638027049,7.383219822836883e-06,0.006412857300843587
selective,1,15,0.005568814638027049,7.383219822836883e-06,0.006412857300843586
odes,1,7,0.005568814638027049,3.454885415270317e-07,0.009196448909852021
satisfy,1,20,0.005568814638027049,0.0,0.0020273144844594553
log,1,20,0.005568814638027049,0.0,0.0020273144844594588
sensors,1,19,0.005568814638027049,0.0,0.006098624137370281
machine,1,19,0.005568814638027049,0.0,0.006098624137370275
learning models,1,19,0.005568814638027049,0.0,0.006098624137370281
air,1,19,0.005568814638027049,0.0,0.006098624137370281
neural networks,1,1,0.005568814638027049,0.0,0.016115369007027206
homogeneous,1,1,0.005568814638027049,0.0,0.016115369007027217
pursuit,1,1,0.005568814638027049,0.0,0.016115369007027217
points,1,1,0.005568814638027049,0.0,0.01611536900702722
assuming,1,19,0.005568814638027049,0.0,0.007417661021347607
kind,1,19,0.005568814638027049,0.0,0.0074176610213476084
longitudinal,1,19,0.005568814638027049,0.0,0.007417661021347605
multivariate,1,19,0.005568814638027049,0.0,0.0074176610213476145
practical utility,1,22,0.005568814638027049,0.0,0.018181527097346575
selection model,1,22,0.005568814638027049,0.0,0.018181527097346578
upper bounds,1,5,0.005568814638027049,0.0,0.0024054817307815526
condition,1,5,0.005568814638027049,0.0,0.002405481730781552
lower,1,5,0.005568814638027049,0.0,0.0024054817307815543
complexity,1,5,0.005568814638027049,0.0,0.0024054817307815547
sample complexity,1,5,0.005568814638027049,0.0,0.0024054817307815543
autoregressive,1,1,0.005568814638027049,1.2756896313363875e-05,0.013016767607684212
spatio,1,1,0.005568814638027049,1.2756896313363875e-05,0.01301676760768421
using carefully,1,20,0.005568814638027049,0.0,0.0020273144844594575
autoencoder,1,8,0.005568814638027049,0.0,0.02029026396541993
pairs,1,0,0.005568814638027049,0.0,0.004632854347783935
prior work,1,0,0.005568814638027049,0.0,0.004632854347783936
validation,1,0,0.005568814638027049,0.0,0.004632854347783934
equivalence,1,0,0.005568814638027049,0.0,0.004632854347783928
possibly,1,20,0.005568814638027049,0.0,0.0020273144844594583
log concave,1,20,0.005568814638027049,0.0,0.002027314484459455
lipschitz,1,20,0.005568814638027049,0.0,0.0020273144844594566
imbalanced,1,7,0.005568814638027049,1.661900504851723e-05,0.006108858369055507
imbalanced classification,1,7,0.005568814638027049,1.661900504851723e-05,0.006108858369055504
minority,1,7,0.005568814638027049,1.661900504851723e-05,0.006108858369055507
dinger bridge,1,22,0.005568814638027049,0.0,0.0018721790905297014
schr,1,22,0.005568814638027049,0.0,0.0018721790905296958
dinger,1,22,0.005568814638027049,0.0,0.0018721790905296964
dimension free,1,22,0.005568814638027049,0.0,0.0018721790905296984
entropic,1,22,0.005568814638027049,0.0,0.0018721790905296995
schr dinger,1,22,0.005568814638027049,0.0,0.0018721790905297008
soft,1,22,0.005568814638027049,2.554110864994233e-05,0.015005360186011826
assignment,1,22,0.005568814638027049,2.554110864994233e-05,0.01500536018601183
techniques,1,22,0.005568814638027049,2.554110864994233e-05,0.015005360186011828
dense,1,22,0.005568814638027049,2.554110864994233e-05,0.01500536018601182
averages,1,22,0.005568814638027049,1.3290945263627541e-05,0.00913737736100706
parametric models,1,22,0.005568814638027049,1.3290945263627541e-05,0.009137377361007067
active,1,5,0.005568814638027049,0.0,0.0024054817307815495
effect estimation,1,18,0.005568814638027049,2.632796763817199e-05,0.022674310647688035
heterogeneous,1,18,0.005568814638027049,2.632796763817199e-05,0.02267431064768802
ill conditioned,1,5,0.005568814638027049,5.835202078827269e-06,0.006409138189758499
score based,1,5,0.005568814638027049,5.835202078827269e-06,0.006409138189758493
order moments,1,5,0.005568814638027049,5.835202078827269e-06,0.0064091381897584945
ill,1,5,0.005568814638027049,5.835202078827269e-06,0.0064091381897584945
polynomial,1,5,0.005568814638027049,5.835202078827269e-06,0.006409138189758495
regime,1,22,0.005568814638027049,1.666228865685942e-05,0.013553606904119322
general,1,22,0.005568814638027049,1.666228865685942e-05,0.013553606904119324
long time,1,22,0.005568814638027049,1.666228865685942e-05,0.013553606904119326
barycenters,1,9,0.005568814638027049,1.9171951261087753e-05,0.011347522113179949
atoms,1,9,0.005568814638027049,1.9171951261087753e-05,0.011347522113179952
particle,1,9,0.005568814638027049,1.9171951261087753e-05,0.011347522113179956
regularity conditions,1,5,0.005568814638027049,0.0,0.007368339942199549
regularity,1,5,0.005568814638027049,0.0,0.0073683399421995465
imbalance,1,7,0.005568814638027049,1.661900504851723e-05,0.006108858369055504
convexity,1,5,0.005568814638027049,3.6785564232283895e-05,0.00734237229991943
mnist,1,7,0.005568814638027049,1.1957240756679429e-05,0.004477984599339374
noisy,1,7,0.005568814638027049,1.1957240756679429e-05,0.004477984599339374
mixing,1,7,0.005568814638027049,1.1957240756679429e-05,0.004477984599339374
community detection,1,4,0.005568814638027049,3.719592727919841e-06,0.016149891306993062
edge representation,1,4,0.005568814638027049,3.719592727919841e-06,0.01614989130699306
stable long,1,10,0.005568814638027049,0.0,0.011285237635719538
twin,1,10,0.005568814638027049,0.0,0.011285237635719527
rollouts,1,10,0.005568814638027049,0.0,0.011285237635719527
dynamical,1,10,0.005568814638027049,0.0,0.011285237635719524
computing,1,10,0.005568814638027049,0.0,0.011285237635719527
specified,1,7,0.005568814638027049,0.0,0.0056559464906290645
aggregated,1,7,0.005568814638027049,0.0,0.005655946490629059
fitting,1,7,0.005568814638027049,0.0,0.005655946490629069
consistency,1,7,0.005568814638027049,0.0,0.005655946490629064
procedures,1,7,0.005568814638027049,0.0,0.005655946490629067
pay,1,8,0.005568814638027049,1.9927145784558983e-05,0.011389071791386462
value,1,8,0.005568814638027049,1.9927145784558983e-05,0.011389071791386467
price,1,8,0.005568814638027049,1.9927145784558983e-05,0.01138907179138647
weighting,1,4,0.005568814638027049,7.037729549624719e-08,0.005834600148578118
maximum,1,4,0.005568814638027049,7.037729549624719e-08,0.0058346001485781165
invariants,1,4,0.005568814638027049,7.037729549624719e-08,0.005834600148578118
magnitude,1,4,0.005568814638027049,7.037729549624719e-08,0.00583460014857812
failures,1,6,0.005568814638027049,0.0,0.003684105452819696
length,1,6,0.005568814638027049,0.0,0.0036841054528196963
mid,1,6,0.005568814638027049,0.0,0.003684105452819695
expectation,1,6,0.005568814638027049,0.0,0.0036841054528196993
hallucinations,1,6,0.005568814638027049,0.0,0.0036841054528196984
independent,1,5,0.005568814638027049,3.6785564232283895e-05,0.007342372299919431
manifold,1,5,0.005568814638027049,3.6785564232283895e-05,0.007342372299919426
riemannian,1,5,0.005568814638027049,3.6785564232283895e-05,0.007342372299919432
regret,1,5,0.005568814638027049,3.6785564232283895e-05,0.007342372299919427
80,1,11,0.005568814638027049,1.6924533086721053e-05,0.02643055538748364
latency,1,11,0.005568814638027049,1.6924533086721053e-05,0.026430555387483644
main,1,8,0.005568814638027049,0.0,0.005686134424004315
complementary,1,8,0.005568814638027049,0.0,0.005686134424004309
configurations,1,8,0.005568814638027049,0.0,0.005686134424004313
factor,1,8,0.005568814638027049,0.0,0.005686134424004313
marginal,1,8,0.005568814638027049,0.0,0.007630908778594582
rankings,1,8,0.005568814638027049,0.0,0.007630908778594588
relative,1,8,0.005568814638027049,0.0,0.007630908778594583
lasso,1,8,0.005568814638027049,0.0,0.007630908778594587
variable,1,8,0.005568814638027049,0.0,0.007630908778594583
methods provide,1,20,0.005568814638027049,0.0,0.018025576998973544
new adaptive,1,20,0.005568814638027049,0.0,0.018025576998973537
practical,1,20,0.005568814638027049,0.0,0.018025576998973537
spaces,1,17,0.005568814638027049,3.2359321038853043e-06,0.01449749951076696
consumer,1,8,0.005568814638027049,1.9927145784558983e-05,0.011389071791386464
setting,1,23,0.005568814638027049,6.681576474987314e-06,0.008887923059323833
information theoretic,1,7,0.005568814638027049,3.7755975399282752e-06,0.009255573916382704
iv,1,7,0.005568814638027049,3.7755975399282752e-06,0.009255573916382702
